anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
schema_mismatch,27.15,api_feed,loading,occasional,low,compliance,0.4577,0.369,auto_resolve
data_corruption,3.67,crm,transformation,occasional,high,finance,0.55,0.5293,escalate
duplicates,18.85,api_feed,loading,occasional,high,product,0.4397,0.5634,escalate
duplicates,9.71,manual_entry,ingestion,occasional,medium,operations,0.3402,0.292,auto_resolve
outlier,13.28,erp,ingestion,occasional,low,marketing,0.2737,0.1396,auto_resolve
duplicates,25.57,erp,validation,rare,medium,operations,0.3783,0.3372,auto_resolve
outlier,6.4,manual_entry,loading,frequent,low,marketing,0.335,0.4741,escalate
duplicates,1.1,crm,serving,frequent,low,hr,0.2719,0.0448,auto_resolve
null_values,0.79,iot_stream,ingestion,occasional,medium,operations,0.3157,0.3259,auto_resolve
outlier,17.32,iot_stream,ingestion,chronic,low,marketing,0.2844,0.221,auto_resolve
null_values,36.43,iot_stream,transformation,chronic,high,operations,0.4907,0.4739,escalate
null_values,37.68,crm,loading,frequent,medium,operations,0.4226,0.3878,auto_resolve
schema_mismatch,41.77,crm,serving,first_occurrence,medium,compliance,0.6306,0.7267,critical
outlier,14.2,iot_stream,loading,occasional,medium,product,0.4163,0.4217,auto_resolve
referential_integrity,62.69,api_feed,transformation,occasional,critical,hr,0.7411,0.8422,critical
null_values,49.16,erp,loading,frequent,medium,compliance,0.499,0.6274,critical
null_values,48.43,api_feed,ingestion,occasional,high,marketing,0.4834,0.4864,escalate
data_corruption,9.82,crm,serving,frequent,medium,finance,0.5389,0.5029,escalate
null_values,41.09,api_feed,validation,frequent,medium,finance,0.444,0.4817,escalate
null_values,24.72,data_warehouse,transformation,chronic,critical,product,0.4717,0.5288,escalate
null_values,12.59,manual_entry,validation,occasional,low,marketing,0.309,0.1936,auto_resolve
duplicates,50.03,api_feed,loading,chronic,low,product,0.3727,0.3963,auto_resolve
referential_integrity,6.12,data_warehouse,ingestion,frequent,critical,operations,0.4953,0.47,escalate
outlier,6.0,manual_entry,ingestion,occasional,medium,finance,0.3944,0.3524,auto_resolve
outlier,29.47,crm,validation,frequent,low,operations,0.323,0.2539,auto_resolve
null_values,7.95,manual_entry,serving,rare,critical,operations,0.5939,0.5313,escalate
duplicates,14.23,crm,validation,rare,low,operations,0.2701,0.3957,auto_resolve
duplicates,13.17,erp,ingestion,chronic,medium,product,0.2786,0.2422,auto_resolve
null_values,33.43,api_feed,validation,occasional,high,hr,0.4856,0.6,escalate
null_values,56.1,erp,ingestion,occasional,high,marketing,0.4932,0.5063,escalate
duplicates,28.36,crm,transformation,chronic,medium,hr,0.3538,0.2405,auto_resolve
null_values,19.31,api_feed,ingestion,occasional,low,marketing,0.2791,0.2981,auto_resolve
schema_mismatch,17.97,erp,transformation,rare,high,product,0.5183,0.3995,auto_resolve
outlier,18.66,api_feed,transformation,first_occurrence,high,marketing,0.4999,0.5607,escalate
null_values,25.75,erp,ingestion,occasional,low,hr,0.3017,0.2809,auto_resolve
duplicates,3.75,manual_entry,transformation,rare,medium,operations,0.3788,0.4643,auto_resolve
outlier,13.96,iot_stream,validation,first_occurrence,medium,finance,0.4581,0.6014,escalate
outlier,8.02,crm,ingestion,frequent,low,hr,0.2521,0.0785,auto_resolve
outlier,14.45,manual_entry,ingestion,occasional,high,marketing,0.4464,0.4003,auto_resolve
duplicates,26.43,crm,transformation,occasional,critical,hr,0.5052,0.3843,auto_resolve
outlier,24.35,erp,loading,rare,medium,operations,0.452,0.6678,critical
null_values,51.42,erp,loading,occasional,critical,finance,0.6479,0.6039,escalate
duplicates,35.0,erp,transformation,occasional,high,marketing,0.4478,0.3163,auto_resolve
null_values,1.2,crm,validation,occasional,high,hr,0.373,0.597,escalate
duplicates,26.61,manual_entry,loading,occasional,critical,operations,0.5682,0.4956,escalate
duplicates,44.76,manual_entry,validation,occasional,medium,operations,0.4531,0.2909,auto_resolve
null_values,31.77,data_warehouse,transformation,rare,critical,finance,0.5735,0.4577,auto_resolve
outlier,38.37,data_warehouse,ingestion,rare,low,marketing,0.3402,0.3545,auto_resolve
duplicates,31.63,api_feed,ingestion,occasional,medium,hr,0.3742,0.3787,auto_resolve
null_values,39.94,crm,transformation,rare,medium,product,0.4372,0.3536,auto_resolve
null_values,25.34,crm,transformation,rare,low,operations,0.3392,0.2907,auto_resolve
duplicates,24.79,api_feed,serving,rare,high,operations,0.5192,0.5245,escalate
duplicates,33.74,iot_stream,ingestion,frequent,medium,operations,0.3733,0.5057,escalate
duplicates,13.24,erp,transformation,occasional,medium,hr,0.3451,0.3784,auto_resolve
null_values,10.4,crm,serving,occasional,medium,product,0.3845,0.3282,auto_resolve
outlier,21.87,api_feed,validation,occasional,low,marketing,0.323,0.3001,auto_resolve
referential_integrity,15.66,iot_stream,ingestion,occasional,low,hr,0.3854,0.4624,auto_resolve
duplicates,41.18,api_feed,serving,rare,low,marketing,0.4165,0.5845,escalate
schema_mismatch,56.02,manual_entry,transformation,occasional,critical,finance,0.7599,0.6494,critical
referential_integrity,8.26,api_feed,ingestion,occasional,high,finance,0.5054,0.6168,critical
data_corruption,1.49,erp,transformation,occasional,medium,finance,0.4857,0.4544,auto_resolve
schema_mismatch,8.69,api_feed,ingestion,rare,medium,marketing,0.3993,0.2369,auto_resolve
referential_integrity,11.0,manual_entry,loading,chronic,medium,finance,0.5075,0.3253,auto_resolve
referential_integrity,51.91,manual_entry,ingestion,frequent,low,finance,0.5159,0.6494,critical
outlier,43.4,api_feed,loading,first_occurrence,low,finance,0.4971,0.6424,critical
duplicates,7.04,erp,ingestion,chronic,medium,finance,0.2814,0.2245,auto_resolve
null_values,39.29,crm,serving,rare,low,marketing,0.4115,0.3903,auto_resolve
null_values,13.27,crm,ingestion,first_occurrence,high,product,0.4192,0.241,auto_resolve
duplicates,11.83,crm,serving,rare,low,operations,0.3295,0.4057,auto_resolve
duplicates,11.33,crm,ingestion,chronic,medium,finance,0.2823,0.2794,auto_resolve
duplicates,21.76,manual_entry,loading,rare,medium,marketing,0.4287,0.2734,auto_resolve
schema_mismatch,29.61,iot_stream,loading,frequent,high,operations,0.5654,0.5859,escalate
schema_mismatch,23.05,manual_entry,validation,occasional,critical,finance,0.6468,0.5079,escalate
outlier,14.18,manual_entry,ingestion,occasional,medium,marketing,0.3821,0.4378,auto_resolve
null_values,72.39,data_warehouse,validation,occasional,low,marketing,0.4038,0.2956,auto_resolve
null_values,45.74,data_warehouse,validation,first_occurrence,medium,operations,0.4558,0.4895,escalate
outlier,40.98,erp,validation,frequent,low,hr,0.3723,0.307,auto_resolve
outlier,35.18,crm,validation,occasional,low,operations,0.3497,0.1132,auto_resolve
data_corruption,19.41,crm,serving,occasional,medium,finance,0.5783,0.6779,critical
referential_integrity,14.59,iot_stream,serving,first_occurrence,low,finance,0.5295,0.6346,critical
referential_integrity,49.41,crm,transformation,frequent,low,product,0.452,0.3998,auto_resolve
duplicates,29.96,erp,ingestion,frequent,medium,hr,0.3471,0.3745,auto_resolve
duplicates,2.09,api_feed,ingestion,occasional,medium,hr,0.2915,0.3353,auto_resolve
null_values,7.32,api_feed,validation,occasional,critical,compliance,0.5054,0.5524,escalate
schema_mismatch,41.72,api_feed,serving,occasional,low,operations,0.4997,0.6723,critical
referential_integrity,17.81,manual_entry,transformation,occasional,medium,finance,0.533,0.5747,escalate
duplicates,39.54,api_feed,ingestion,first_occurrence,high,hr,0.5083,0.4725,escalate
schema_mismatch,18.73,iot_stream,transformation,frequent,high,finance,0.5473,0.5901,escalate
null_values,29.79,crm,transformation,first_occurrence,medium,hr,0.4474,0.4044,auto_resolve
null_values,10.65,iot_stream,serving,first_occurrence,medium,operations,0.4693,0.3627,auto_resolve
null_values,28.04,api_feed,validation,first_occurrence,medium,finance,0.4641,0.5861,escalate
null_values,2.35,erp,ingestion,rare,medium,finance,0.3374,0.3908,auto_resolve
referential_integrity,42.67,data_warehouse,transformation,occasional,low,marketing,0.4258,0.2396,auto_resolve
duplicates,30.14,data_warehouse,ingestion,frequent,medium,operations,0.3194,0.251,auto_resolve
outlier,31.15,iot_stream,validation,occasional,low,finance,0.3919,0.4677,auto_resolve
schema_mismatch,7.77,data_warehouse,validation,occasional,medium,finance,0.3937,0.2374,auto_resolve
null_values,28.59,erp,ingestion,occasional,medium,marketing,0.3567,0.2814,auto_resolve
null_values,17.71,erp,transformation,occasional,low,product,0.3016,0.5678,escalate
outlier,9.98,crm,serving,frequent,low,product,0.3293,0.2962,auto_resolve
null_values,26.02,iot_stream,loading,frequent,medium,hr,0.4313,0.5395,escalate
referential_integrity,6.91,iot_stream,validation,frequent,high,operations,0.492,0.642,critical
null_values,16.22,data_warehouse,transformation,frequent,high,operations,0.4021,0.3113,auto_resolve
schema_mismatch,1.81,iot_stream,serving,frequent,medium,marketing,0.4394,0.466,auto_resolve
outlier,42.57,api_feed,validation,occasional,medium,finance,0.4831,0.6889,critical
null_values,19.75,crm,serving,occasional,critical,finance,0.5793,0.6252,critical
null_values,15.89,crm,ingestion,frequent,medium,product,0.3075,0.5441,escalate
data_corruption,27.41,api_feed,ingestion,rare,medium,operations,0.5319,0.4682,escalate
null_values,39.04,manual_entry,ingestion,occasional,low,finance,0.3974,0.5771,escalate
duplicates,7.68,crm,loading,chronic,low,operations,0.2411,0.2428,auto_resolve
duplicates,33.87,data_warehouse,validation,occasional,low,marketing,0.2806,0.2478,auto_resolve
null_values,8.05,manual_entry,ingestion,first_occurrence,high,operations,0.4676,0.5316,escalate
outlier,27.87,erp,serving,occasional,critical,hr,0.6156,0.6045,escalate
outlier,4.74,iot_stream,serving,rare,low,product,0.38,0.3715,auto_resolve
duplicates,44.4,api_feed,ingestion,occasional,high,hr,0.4771,0.5256,escalate
outlier,8.34,manual_entry,validation,occasional,high,product,0.4545,0.2737,auto_resolve
null_values,32.23,erp,validation,occasional,high,marketing,0.4458,0.3659,auto_resolve
null_values,11.59,erp,ingestion,occasional,medium,hr,0.3293,0.4015,auto_resolve
schema_mismatch,51.75,crm,validation,first_occurrence,low,product,0.4745,0.5737,escalate
data_corruption,8.05,api_feed,ingestion,occasional,critical,marketing,0.5672,0.603,escalate
null_values,11.11,manual_entry,serving,first_occurrence,low,product,0.4188,0.4464,auto_resolve
null_values,13.33,data_warehouse,loading,occasional,low,compliance,0.3107,0.351,auto_resolve
duplicates,7.74,iot_stream,serving,occasional,low,hr,0.3353,0.4311,auto_resolve
outlier,34.12,crm,loading,rare,medium,finance,0.4933,0.3507,auto_resolve
null_values,9.9,data_warehouse,ingestion,chronic,low,marketing,0.2011,0.1502,auto_resolve
duplicates,33.11,crm,transformation,occasional,medium,hr,0.3895,0.3821,auto_resolve
outlier,17.49,crm,validation,rare,critical,product,0.5116,0.5312,escalate
duplicates,13.4,manual_entry,transformation,occasional,medium,finance,0.4043,0.1933,auto_resolve
null_values,66.72,data_warehouse,validation,first_occurrence,critical,marketing,0.622,0.4963,escalate
null_values,4.75,data_warehouse,transformation,first_occurrence,critical,marketing,0.4737,0.472,escalate
duplicates,41.12,iot_stream,ingestion,chronic,high,operations,0.4486,0.5499,escalate
duplicates,10.82,erp,transformation,frequent,medium,product,0.3154,0.2735,auto_resolve
referential_integrity,11.17,crm,validation,frequent,high,operations,0.4707,0.404,auto_resolve
schema_mismatch,38.9,crm,transformation,occasional,medium,operations,0.4865,0.5393,escalate
schema_mismatch,6.17,api_feed,validation,chronic,low,hr,0.3197,0.2869,auto_resolve
data_corruption,16.92,api_feed,transformation,frequent,critical,operations,0.635,0.7231,critical
duplicates,9.94,crm,loading,first_occurrence,medium,hr,0.3862,0.3641,auto_resolve
duplicates,38.95,api_feed,validation,rare,critical,finance,0.5886,0.477,escalate
referential_integrity,11.61,api_feed,validation,occasional,medium,finance,0.4629,0.6049,escalate
null_values,8.07,manual_entry,transformation,occasional,medium,product,0.3836,0.5073,escalate
outlier,24.94,api_feed,transformation,occasional,high,operations,0.4921,0.3965,auto_resolve
outlier,11.59,erp,ingestion,rare,medium,marketing,0.354,0.3936,auto_resolve
null_values,40.79,manual_entry,validation,frequent,medium,operations,0.4532,0.4205,auto_resolve
duplicates,9.95,manual_entry,ingestion,first_occurrence,high,hr,0.4591,0.521,escalate
null_values,0.68,erp,loading,frequent,medium,finance,0.35,0.2624,auto_resolve
null_values,26.42,crm,loading,occasional,low,operations,0.3367,0.4238,auto_resolve
duplicates,15.14,data_warehouse,transformation,first_occurrence,medium,finance,0.3861,0.5056,escalate
null_values,57.19,manual_entry,loading,frequent,low,product,0.4568,0.3621,auto_resolve
outlier,8.81,erp,validation,occasional,medium,operations,0.3542,0.361,auto_resolve
referential_integrity,10.79,api_feed,ingestion,frequent,low,product,0.3369,0.4585,auto_resolve
outlier,50.89,api_feed,validation,frequent,low,hr,0.4113,0.3112,auto_resolve
null_values,17.33,crm,serving,first_occurrence,critical,product,0.576,0.5091,escalate
null_values,26.6,crm,ingestion,rare,low,marketing,0.2984,0.3646,auto_resolve
null_values,36.83,data_warehouse,ingestion,rare,high,finance,0.4838,0.4677,escalate
null_values,10.35,api_feed,validation,first_occurrence,medium,product,0.3843,0.2268,auto_resolve
referential_integrity,31.41,crm,transformation,chronic,low,product,0.3926,0.3606,auto_resolve
duplicates,14.05,manual_entry,validation,frequent,critical,product,0.4807,0.6554,critical
null_values,21.99,api_feed,validation,occasional,low,compliance,0.3363,0.5426,escalate
outlier,35.38,api_feed,loading,frequent,medium,operations,0.4603,0.3966,auto_resolve
duplicates,20.18,erp,ingestion,chronic,high,operations,0.369,0.2777,auto_resolve
null_values,28.7,crm,transformation,rare,high,product,0.4717,0.4259,auto_resolve
null_values,29.27,crm,loading,first_occurrence,medium,finance,0.4793,0.6595,critical
schema_mismatch,23.15,data_warehouse,transformation,frequent,high,product,0.4783,0.5625,escalate
outlier,13.7,api_feed,transformation,frequent,critical,product,0.5068,0.6532,critical
null_values,27.12,iot_stream,ingestion,rare,medium,operations,0.4101,0.5099,escalate
referential_integrity,21.07,crm,ingestion,occasional,medium,marketing,0.4109,0.279,auto_resolve
referential_integrity,19.66,manual_entry,transformation,rare,medium,hr,0.5422,0.4474,auto_resolve
outlier,32.91,api_feed,transformation,occasional,medium,compliance,0.4806,0.411,auto_resolve
null_values,32.9,manual_entry,validation,occasional,medium,finance,0.4666,0.4144,auto_resolve
null_values,20.07,erp,validation,rare,low,marketing,0.3076,0.2398,auto_resolve
referential_integrity,10.52,api_feed,loading,frequent,medium,hr,0.4663,0.4101,auto_resolve
duplicates,18.71,crm,loading,occasional,low,product,0.2881,0.3522,auto_resolve
schema_mismatch,40.69,crm,ingestion,frequent,low,hr,0.3883,0.4019,auto_resolve
outlier,29.84,manual_entry,ingestion,occasional,medium,operations,0.4396,0.5615,escalate
null_values,42.98,crm,loading,occasional,low,finance,0.403,0.4282,auto_resolve
outlier,63.34,crm,transformation,rare,medium,operations,0.5317,0.4641,auto_resolve
referential_integrity,22.9,data_warehouse,transformation,rare,medium,product,0.4668,0.4857,escalate
outlier,26.61,erp,ingestion,frequent,low,marketing,0.2984,0.1473,auto_resolve
duplicates,17.41,api_feed,validation,occasional,low,marketing,0.2687,0.0376,auto_resolve
referential_integrity,59.93,iot_stream,ingestion,rare,low,marketing,0.5033,0.5676,escalate
duplicates,68.98,manual_entry,ingestion,chronic,medium,marketing,0.4637,0.5655,escalate
outlier,20.53,crm,transformation,frequent,low,operations,0.315,0.3222,auto_resolve
outlier,12.35,api_feed,loading,rare,high,product,0.4869,0.4478,auto_resolve
outlier,7.63,api_feed,ingestion,rare,medium,operations,0.3675,0.2333,auto_resolve
null_values,28.96,erp,validation,occasional,medium,hr,0.3947,0.5114,escalate
null_values,18.97,manual_entry,transformation,rare,low,operations,0.3767,0.4259,auto_resolve
null_values,33.2,data_warehouse,transformation,chronic,medium,product,0.365,0.3942,auto_resolve
duplicates,17.73,crm,transformation,occasional,medium,finance,0.3588,0.3583,auto_resolve
duplicates,19.39,crm,ingestion,first_occurrence,medium,finance,0.3752,0.3283,auto_resolve
schema_mismatch,35.64,manual_entry,transformation,occasional,critical,operations,0.6645,0.5532,escalate
duplicates,34.24,api_feed,loading,rare,low,compliance,0.4078,0.4331,auto_resolve
outlier,28.26,manual_entry,ingestion,occasional,low,hr,0.3759,0.3221,auto_resolve
referential_integrity,55.8,crm,serving,rare,high,hr,0.705,0.6626,critical
null_values,20.68,crm,ingestion,frequent,critical,marketing,0.4417,0.6135,critical
outlier,20.98,manual_entry,transformation,frequent,medium,marketing,0.4213,0.4165,auto_resolve
schema_mismatch,4.77,data_warehouse,validation,chronic,medium,compliance,0.3681,0.1228,auto_resolve
duplicates,25.31,crm,loading,rare,low,operations,0.3336,0.2801,auto_resolve
null_values,17.0,iot_stream,ingestion,occasional,high,hr,0.434,0.3339,auto_resolve
outlier,8.02,erp,ingestion,frequent,medium,product,0.3187,0.3047,auto_resolve
data_corruption,37.34,crm,validation,occasional,medium,hr,0.5414,0.3989,auto_resolve
outlier,30.28,api_feed,ingestion,occasional,medium,marketing,0.3929,0.4363,auto_resolve
referential_integrity,72.94,erp,validation,chronic,medium,marketing,0.5537,0.5241,escalate
data_corruption,52.94,manual_entry,loading,frequent,high,finance,0.7567,0.7092,critical
duplicates,1.1,erp,ingestion,frequent,low,compliance,0.2097,0.2247,auto_resolve
schema_mismatch,25.95,api_feed,loading,occasional,medium,product,0.4805,0.4728,escalate
duplicates,53.4,erp,ingestion,occasional,low,operations,0.3504,0.3369,auto_resolve
data_corruption,21.9,iot_stream,loading,occasional,high,product,0.6099,0.5875,escalate
null_values,20.9,data_warehouse,serving,occasional,low,finance,0.3622,0.3602,auto_resolve
duplicates,22.83,api_feed,validation,rare,critical,finance,0.5418,0.5761,escalate
referential_integrity,2.42,api_feed,serving,frequent,medium,finance,0.4942,0.516,escalate
null_values,32.57,data_warehouse,loading,occasional,medium,product,0.4011,0.5138,escalate
outlier,12.32,crm,ingestion,occasional,medium,finance,0.3547,0.3001,auto_resolve
duplicates,2.7,iot_stream,ingestion,frequent,medium,finance,0.3036,0.3274,auto_resolve
data_corruption,6.16,api_feed,ingestion,frequent,medium,finance,0.4645,0.7091,critical
referential_integrity,18.59,iot_stream,transformation,rare,medium,operations,0.5076,0.5035,escalate
duplicates,29.85,erp,validation,occasional,low,operations,0.3021,0.3019,auto_resolve
outlier,4.75,erp,transformation,occasional,medium,marketing,0.3465,0.2201,auto_resolve
duplicates,21.09,erp,validation,rare,high,product,0.4241,0.3528,auto_resolve
schema_mismatch,35.4,crm,transformation,first_occurrence,low,compliance,0.4879,0.4773,escalate
schema_mismatch,5.2,crm,ingestion,occasional,high,marketing,0.4113,0.4646,auto_resolve
outlier,31.22,data_warehouse,ingestion,frequent,high,compliance,0.4638,0.5287,escalate
null_values,22.25,erp,serving,chronic,medium,product,0.4057,0.4383,auto_resolve
null_values,17.4,crm,transformation,occasional,low,product,0.29,0.3704,auto_resolve
outlier,12.52,erp,transformation,occasional,medium,finance,0.4017,0.3018,auto_resolve
schema_mismatch,12.68,api_feed,ingestion,rare,high,product,0.4824,0.5313,escalate
duplicates,46.0,api_feed,serving,chronic,medium,operations,0.4675,0.4688,escalate
null_values,26.93,crm,ingestion,frequent,low,finance,0.2927,0.3052,auto_resolve
duplicates,55.64,manual_entry,validation,chronic,medium,product,0.4526,0.4164,auto_resolve
referential_integrity,28.0,iot_stream,ingestion,occasional,medium,marketing,0.4611,0.3658,auto_resolve
null_values,6.58,erp,ingestion,rare,low,product,0.2608,0.1393,auto_resolve
duplicates,41.42,manual_entry,validation,occasional,low,hr,0.3848,0.4168,auto_resolve
referential_integrity,31.63,erp,validation,occasional,medium,operations,0.483,0.5328,escalate
null_values,52.05,api_feed,validation,occasional,medium,finance,0.4873,0.4744,escalate
outlier,23.68,data_warehouse,ingestion,first_occurrence,low,product,0.3285,0.3271,auto_resolve
null_values,51.32,iot_stream,serving,first_occurrence,critical,finance,0.752,0.68,critical
referential_integrity,11.33,erp,validation,occasional,low,product,0.3546,0.4049,auto_resolve
outlier,10.56,api_feed,serving,chronic,low,hr,0.3544,0.3604,auto_resolve
referential_integrity,30.85,erp,ingestion,frequent,low,finance,0.4085,0.3719,auto_resolve
null_values,13.23,api_feed,transformation,frequent,low,operations,0.2949,0.3815,auto_resolve
duplicates,46.73,manual_entry,transformation,rare,medium,compliance,0.5332,0.5977,escalate
outlier,6.53,crm,loading,frequent,low,compliance,0.3143,0.1607,auto_resolve
null_values,5.77,data_warehouse,validation,occasional,high,finance,0.3879,0.3928,auto_resolve
null_values,15.01,manual_entry,transformation,first_occurrence,high,finance,0.5481,0.4523,auto_resolve
null_values,14.87,crm,ingestion,occasional,medium,finance,0.3389,0.3529,auto_resolve
data_corruption,20.83,iot_stream,ingestion,rare,high,product,0.58,0.2649,auto_resolve
outlier,44.64,manual_entry,ingestion,frequent,medium,finance,0.4949,0.5146,escalate
schema_mismatch,51.56,erp,loading,frequent,high,finance,0.6367,0.7079,critical
outlier,40.51,api_feed,ingestion,rare,low,marketing,0.3777,0.3666,auto_resolve
duplicates,72.05,iot_stream,ingestion,occasional,medium,compliance,0.5252,0.4088,auto_resolve
duplicates,38.64,data_warehouse,transformation,occasional,low,marketing,0.3091,0.5047,escalate
duplicates,15.87,erp,ingestion,rare,low,hr,0.274,0.3896,auto_resolve
schema_mismatch,15.43,manual_entry,serving,occasional,high,finance,0.6247,0.5716,escalate
null_values,9.52,iot_stream,transformation,frequent,low,hr,0.3011,0.275,auto_resolve
referential_integrity,18.59,data_warehouse,serving,frequent,medium,operations,0.4801,0.282,auto_resolve
outlier,18.25,crm,validation,rare,low,compliance,0.3488,0.3962,auto_resolve
duplicates,8.25,api_feed,validation,occasional,high,hr,0.3927,0.2558,auto_resolve
schema_mismatch,27.71,iot_stream,transformation,first_occurrence,medium,finance,0.5618,0.6284,critical
null_values,27.45,crm,validation,first_occurrence,low,operations,0.3505,0.4531,auto_resolve
data_corruption,16.59,api_feed,validation,first_occurrence,medium,finance,0.5701,0.5631,escalate
referential_integrity,12.73,api_feed,ingestion,first_occurrence,low,marketing,0.3888,0.2824,auto_resolve
referential_integrity,32.82,api_feed,serving,occasional,low,compliance,0.5334,0.6583,critical
duplicates,2.75,manual_entry,transformation,occasional,medium,operations,0.3541,0.3543,auto_resolve
null_values,65.49,crm,transformation,frequent,critical,product,0.6034,0.6127,critical
null_values,29.82,manual_entry,transformation,occasional,high,finance,0.5447,0.4515,auto_resolve
null_values,8.78,erp,validation,rare,low,product,0.2829,0.3022,auto_resolve
null_values,6.86,iot_stream,transformation,chronic,medium,product,0.3371,0.3168,auto_resolve
null_values,12.75,api_feed,transformation,frequent,high,hr,0.4333,0.3005,auto_resolve
data_corruption,21.09,crm,ingestion,rare,low,finance,0.4498,0.5838,escalate
null_values,20.62,data_warehouse,transformation,occasional,high,product,0.4175,0.5934,escalate
null_values,16.21,manual_entry,ingestion,rare,medium,product,0.3948,0.4966,escalate
outlier,4.79,erp,loading,chronic,high,marketing,0.4049,0.4918,escalate
schema_mismatch,31.37,erp,transformation,occasional,medium,compliance,0.5114,0.688,critical
outlier,45.75,api_feed,serving,first_occurrence,critical,product,0.6959,0.5912,escalate
schema_mismatch,29.33,data_warehouse,validation,frequent,medium,marketing,0.4063,0.3004,auto_resolve
referential_integrity,45.87,erp,loading,frequent,high,marketing,0.588,0.5465,escalate
schema_mismatch,8.29,data_warehouse,serving,rare,low,marketing,0.3824,0.4122,auto_resolve
duplicates,1.62,erp,ingestion,occasional,medium,operations,0.274,0.2447,auto_resolve
outlier,42.27,manual_entry,validation,occasional,medium,product,0.4813,0.3793,auto_resolve
duplicates,54.77,erp,ingestion,rare,low,product,0.3693,0.3698,auto_resolve
duplicates,9.55,crm,ingestion,rare,medium,finance,0.3235,0.3141,auto_resolve
duplicates,42.81,data_warehouse,transformation,frequent,low,operations,0.3212,0.4054,auto_resolve
null_values,16.02,crm,validation,frequent,critical,operations,0.4621,0.4665,auto_resolve
outlier,2.41,data_warehouse,loading,frequent,high,operations,0.4026,0.2122,auto_resolve
null_values,8.85,crm,ingestion,frequent,high,hr,0.3664,0.4049,auto_resolve
null_values,12.69,erp,validation,occasional,medium,hr,0.3491,0.5073,escalate
null_values,18.8,data_warehouse,ingestion,occasional,low,marketing,0.2459,0.2488,auto_resolve
outlier,16.74,manual_entry,ingestion,frequent,medium,marketing,0.3783,0.477,escalate
duplicates,3.41,crm,ingestion,rare,low,product,0.2198,0.1693,auto_resolve
schema_mismatch,41.89,api_feed,validation,rare,medium,marketing,0.5032,0.5598,escalate
referential_integrity,14.26,crm,transformation,rare,high,operations,0.5287,0.4543,auto_resolve
null_values,11.28,iot_stream,ingestion,frequent,low,compliance,0.287,0.2623,auto_resolve
outlier,10.95,crm,ingestion,occasional,low,product,0.2618,0.2379,auto_resolve
duplicates,3.59,api_feed,validation,occasional,low,hr,0.2453,0.2929,auto_resolve
null_values,42.97,crm,loading,occasional,medium,marketing,0.4319,0.3495,auto_resolve
schema_mismatch,5.27,manual_entry,ingestion,frequent,low,hr,0.3452,0.1987,auto_resolve
referential_integrity,17.36,data_warehouse,validation,rare,medium,hr,0.4518,0.4988,escalate
null_values,38.02,iot_stream,validation,occasional,low,operations,0.3686,0.4118,auto_resolve
schema_mismatch,4.68,erp,transformation,frequent,low,finance,0.3442,0.3554,auto_resolve
null_values,19.24,erp,ingestion,frequent,high,marketing,0.3849,0.4782,escalate
schema_mismatch,23.27,crm,serving,occasional,critical,operations,0.625,0.6047,escalate
schema_mismatch,17.9,iot_stream,transformation,rare,low,compliance,0.4481,0.4762,escalate
schema_mismatch,23.17,crm,transformation,chronic,low,hr,0.3617,0.3267,auto_resolve
schema_mismatch,8.76,api_feed,loading,occasional,low,finance,0.3966,0.3707,auto_resolve
null_values,15.51,erp,loading,frequent,high,marketing,0.4227,0.4567,auto_resolve
schema_mismatch,26.38,data_warehouse,validation,frequent,medium,operations,0.4135,0.6402,critical
schema_mismatch,25.11,api_feed,loading,frequent,medium,operations,0.4761,0.5503,escalate
schema_mismatch,16.35,api_feed,ingestion,first_occurrence,medium,finance,0.4824,0.5373,escalate
null_values,22.09,data_warehouse,loading,occasional,critical,compliance,0.549,0.6263,critical
duplicates,8.03,data_warehouse,transformation,rare,low,compliance,0.2774,0.0426,auto_resolve
duplicates,22.6,api_feed,loading,rare,low,compliance,0.3735,0.4054,auto_resolve
null_values,17.64,manual_entry,transformation,rare,medium,operations,0.439,0.5301,escalate
null_values,69.94,api_feed,ingestion,occasional,medium,product,0.4858,0.4943,escalate
duplicates,5.13,api_feed,transformation,occasional,low,hr,0.2664,0.262,auto_resolve
outlier,33.86,crm,loading,occasional,high,operations,0.5111,0.4171,auto_resolve
null_values,30.23,manual_entry,transformation,occasional,medium,finance,0.4763,0.4329,auto_resolve
outlier,1.85,manual_entry,loading,rare,critical,finance,0.597,0.5136,escalate
duplicates,20.49,crm,ingestion,occasional,critical,marketing,0.4306,0.5305,escalate
outlier,41.09,erp,ingestion,frequent,medium,product,0.4079,0.5581,escalate
duplicates,23.35,manual_entry,validation,first_occurrence,high,hr,0.5134,0.7069,critical
duplicates,45.82,crm,transformation,frequent,high,compliance,0.5069,0.4219,auto_resolve
schema_mismatch,31.77,manual_entry,validation,occasional,medium,operations,0.5054,0.4385,auto_resolve
referential_integrity,17.42,manual_entry,serving,occasional,medium,finance,0.5841,0.5091,escalate
duplicates,14.72,erp,validation,frequent,critical,operations,0.4475,0.3456,auto_resolve
duplicates,10.24,erp,transformation,occasional,high,finance,0.4183,0.3181,auto_resolve
schema_mismatch,13.47,erp,transformation,occasional,high,compliance,0.5294,0.4779,escalate
outlier,8.11,erp,serving,chronic,low,marketing,0.3183,0.4057,auto_resolve
